dataset,q_id,method,transformation_type,original_query,variation,valid,follow_category
antique,1495234,WordSwapNeighboringCharacterSwap,mispelling,how do you use  incognito  in a sentence,how do you ues  incognito  in a sentence,True,True
antique,1512776,WordSwapNeighboringCharacterSwap,mispelling,why can t i post to a finance message board,why can t i post to a finance messgae board,True,True
antique,1514356,WordSwapNeighboringCharacterSwap,mispelling,why am i so sleepy even though i had a goodnights sleep,why am i so sleepy even though i had a goodnights slepe,True,True
antique,1536937,WordSwapNeighboringCharacterSwap,mispelling,why is there chinese chartacters but then you can spell them out in english i e    wei  ni how ma  vs the,why is there chinese chartacters but then you can spell them out in english i e    wei  in how ma  sv the,True,True
antique,1582044,WordSwapNeighboringCharacterSwap,mispelling,how do tarot cards work,how do tarot cards wrok,True,True
antique,1583099,WordSwapNeighboringCharacterSwap,mispelling,why u s is trying 2 help israel  so what about palastene israel has more weapons than palastene,why u s is trying 2 help israel  so what about palastene israel has more weapons than palatsene,True,True
antique,1607303,WordSwapNeighboringCharacterSwap,mispelling,how does a single parent with four teenagers get rich,how does a single parent with four teengaers get rich,True,True
antique,1607924,WordSwapNeighboringCharacterSwap,mispelling,how does the earth go,how does the earth og,True,True
antique,1639607,WordSwapNeighboringCharacterSwap,mispelling,what is a diruetic,what is a diruetci,True,True
antique,1647624,WordSwapNeighboringCharacterSwap,mispelling,why do american s say eggsit,why do maerican s say eggsit,True,True
antique,1708787,WordSwapNeighboringCharacterSwap,mispelling,how to loose wait without exercise,how to loose wait wtihout exercise,True,True
antique,1727343,WordSwapNeighboringCharacterSwap,mispelling,why do people have two nostrils,why do poeple have two nostrils,True,True
antique,1727879,WordSwapNeighboringCharacterSwap,mispelling,why is organic all natural food  more expensive,why is oragnic all natural food  more expensive,True,True
antique,17665,WordSwapNeighboringCharacterSwap,mispelling,how do i get rid of a bird s nest   my kichen window,how do i get rid of a ibrd s nest   my kichen window,True,True
antique,1881436,WordSwapNeighboringCharacterSwap,mispelling,how do motorcycle remains upright and stable by gyroscopic forces in detail    pls,how do motorcycle remains upright and stable by gyroscopic forces in detail    lps,True,True
antique,189364,WordSwapNeighboringCharacterSwap,mispelling,how can i become a better ballet dancer,how can i become a better ballet dacner,True,True
antique,1907320,WordSwapNeighboringCharacterSwap,mispelling,how do i get college money,how do i get college monye,True,True
antique,1907847,WordSwapNeighboringCharacterSwap,mispelling,what sounds like a clap,what sounds liek a clap,True,True
antique,1933929,WordSwapNeighboringCharacterSwap,mispelling,why do dog go bathroom on the funiture,why do dog go bathroom on the funitrue,True,True
antique,196651,WordSwapNeighboringCharacterSwap,mispelling,what is the difference between customer and consumer,what is the differecne between customer and consumer,True,True
antique,1970273,WordSwapNeighboringCharacterSwap,mispelling,why do hot molecules move faster than cold molecules,why do hot molecules move afster than cold molecules,True,True
antique,1978816,WordSwapNeighboringCharacterSwap,mispelling,if god talked to moses why didn t god explain to moses about evolution  why all the day 5 day 6 lies,if god talekd to moses why didn t god explain to moses about evolution  why all the day 5 ady 6 lies,True,True
antique,2008456,WordSwapNeighboringCharacterSwap,mispelling,what can i do when my ignition key won t turn,what can i do when my ignition kye won t turn,True,True
antique,2035638,WordSwapNeighboringCharacterSwap,mispelling,why can t u wear white shoes on labour day,why can t u wear white shoes on labour ady,True,True
antique,2041828,WordSwapNeighboringCharacterSwap,mispelling,what does the bible mean by calling pride a deadly sin,what does the bible eman by calling pride a deadly sin,True,True
antique,2048278,WordSwapNeighboringCharacterSwap,mispelling,what is the ph of a 0 4 m solution of ch3coona,what is the ph of a 0 4 m solution of chc3oona,True,True
antique,2094435,WordSwapNeighboringCharacterSwap,mispelling,what is involved in an artists  portfolio,what is involved in an artisst  portfolio,True,True
antique,2112535,WordSwapNeighboringCharacterSwap,mispelling,how come my moma doesent know what  30 4 is,how come my moma doesent konw what  30 4 is,True,True
antique,2113006,WordSwapNeighboringCharacterSwap,mispelling,when you go to buy a watch  why do all the watches clocks set to show 10 10,when you go to buy a watch  why do all the awtches clocks set to show 10 10,True,True
antique,212427,WordSwapNeighboringCharacterSwap,mispelling,why do criminals practice crime,why do criminals prcatice crime,True,True
antique,2137263,WordSwapNeighboringCharacterSwap,mispelling,what is an  encronologist,what is an  ecnronologist,True,True
antique,2147417,WordSwapNeighboringCharacterSwap,mispelling,why doesn t glue stick to the inside of the bottle,why doesn t glue stick to the niside of the bottle,True,True
antique,2155390,WordSwapNeighboringCharacterSwap,mispelling,can i feed my red eared slider steak,can i feed my rde eared slider steak,True,True
antique,2169746,WordSwapNeighboringCharacterSwap,mispelling,how can i get rid of a boil  on vaginal labia and underarm pits,how can i get rid of a boil  on avginal labia and underarm pits,True,True
antique,2175167,WordSwapNeighboringCharacterSwap,mispelling,what is your definition of pornography,what is your definiiton of pornography,True,True
antique,2180502,WordSwapNeighboringCharacterSwap,mispelling,how honest are you,how honets are you,True,True
antique,220575,WordSwapNeighboringCharacterSwap,mispelling,how do you use lube,how do you ues lube,True,True
antique,2235825,WordSwapNeighboringCharacterSwap,mispelling,why do i fall asleep after i eat and how can i prevent that,why do i fall asleep after i aet and how can i prevent that,True,True
antique,2306533,WordSwapNeighboringCharacterSwap,mispelling,how can i get water out of my ear,how can i gte water out of my ear,True,True
antique,2357505,WordSwapNeighboringCharacterSwap,mispelling,why do some people refer to the irs as uncle sam,why do some people refer to the irs as unlce sam,True,True
antique,2418824,WordSwapNeighboringCharacterSwap,mispelling,why do space shuttles move when the rockets are fired but not when water is ejected,why do sapce shuttles move when the rockets are fired but not when water is ejected,True,True
antique,2421078,WordSwapNeighboringCharacterSwap,mispelling,why is my chihuahua  male  so hateful,why is my chihuahua  amle  so hateful,True,True
antique,242701,WordSwapNeighboringCharacterSwap,mispelling,why does taco bell always make me nauseas,why does taco bell laways make me nauseas,True,True
antique,2439070,WordSwapNeighboringCharacterSwap,mispelling,why we get irritate,why we egt irritate,True,True
antique,2466898,WordSwapNeighboringCharacterSwap,mispelling,how do i install led s into my car,how do i install lde s into my car,True,True
antique,2492366,WordSwapNeighboringCharacterSwap,mispelling,what is so bad about the seal hunt,what is so bad about the seal uhnt,True,True
antique,2500918,WordSwapNeighboringCharacterSwap,mispelling,how do you cure poison oak and poison ivy,how do you cure opison oak and poison ivy,True,True
antique,2522067,WordSwapNeighboringCharacterSwap,mispelling,why are liberals incapable of identifying and confronting evil,why are liberals incapable of identifying and confronting veil,True,True
antique,2534994,WordSwapNeighboringCharacterSwap,mispelling,what is the meaning of my first name andrei,what is the maening of my first name andrei,True,True
antique,2543919,WordSwapNeighboringCharacterSwap,mispelling,what is the easiest way to make chocolate mousse,what is the eaisest way to make chocolate mousse,True,True
antique,2546730,WordSwapNeighboringCharacterSwap,mispelling,what quality of which is inherently contained in the question why,what quality of which is inherently cotnained in the question why,True,True
antique,2550445,WordSwapNeighboringCharacterSwap,mispelling,why do teens today find it amusing to tear one another apart,why do etens today find it amusing to tear one another apart,True,True
antique,2571912,WordSwapNeighboringCharacterSwap,mispelling,if a coin is tossed twice  what is the probability of getting heads both times,if a coin is tossed twice  what is the probbaility of getting heads both times,True,True
antique,2573745,WordSwapNeighboringCharacterSwap,mispelling,how did african american women get the right to vote,how did african american women gte the right to vote,True,True
antique,2573803,WordSwapNeighboringCharacterSwap,mispelling,how do you get rid of sweat stains on clothes,how do you gte rid of sweat stains on clothes,True,True
antique,2587810,WordSwapNeighboringCharacterSwap,mispelling,what happens to bile salts when gallbladder has been removed,what happens to blie salts when gallbladder has been removed,True,True
antique,2613648,WordSwapNeighboringCharacterSwap,mispelling,how can i strengthen my eyes,how can i strengthen my eyse,True,True
antique,2620488,WordSwapNeighboringCharacterSwap,mispelling,why do they say dont keep eggs in the fridge if there is a special compartment in most fridges for eggs,why do they asy dont keep eggs in the frdige if there is a special compartment in most fridges for eggs,True,True
antique,2630860,WordSwapNeighboringCharacterSwap,mispelling,why is god  male,why is god  mael,True,True
antique,2632334,WordSwapNeighboringCharacterSwap,mispelling,on the most fundamental level  why is killing other humans bad,on the most fundamental level  why is killing other humans bda,True,True
antique,263783,WordSwapNeighboringCharacterSwap,mispelling,what affects did watergate have on the presidency,what affects did watergate have on the presiedncy,True,True
antique,2677193,WordSwapNeighboringCharacterSwap,mispelling,what does the phrase  take no prisoners  mean,what does the phrase  take no rpisoners  mean,True,True
antique,2678484,WordSwapNeighboringCharacterSwap,mispelling,what is the mean of bibliography,what is the mena of bibliography,True,True
antique,2678635,WordSwapNeighboringCharacterSwap,mispelling,why do husky s have coloful eyes then other dogs,why do husky s have coloful eyes then other dgos,True,True
antique,2689609,WordSwapNeighboringCharacterSwap,mispelling,why do people ignore global issues,why do people ignore lgobal issues,True,True
antique,2700836,WordSwapNeighboringCharacterSwap,mispelling,how do you wire an 800 watt inverter,how do you wire an 080 watt inverter,True,True
antique,2704,WordSwapNeighboringCharacterSwap,mispelling,why does it seem that no matter how hard you try,why does it seem that no mattre how hard you try,True,True
antique,2735795,WordSwapNeighboringCharacterSwap,mispelling,how to decrease weight 100kg to 70kg,how to decrease weight 100kg to 07kg,True,True
antique,2764765,WordSwapNeighboringCharacterSwap,mispelling,how to study 17 18 hrs a day give me practical tips,how to study 17 18 hsr a day give me practical tips,True,True
antique,2776069,WordSwapNeighboringCharacterSwap,mispelling,what is taj mahal,what is tja mahal,True,True
antique,278043,WordSwapNeighboringCharacterSwap,mispelling,how is splitting a laser beam dangerous,how is splitting a laser beam adngerous,True,True
antique,2858043,WordSwapNeighboringCharacterSwap,mispelling,how do you stop bad feelings toward the people,how do you tsop bad feelings toward the people,True,True
antique,2891885,WordSwapNeighboringCharacterSwap,mispelling,why does everone want a horse,why does eveorne want a horse,True,True
antique,2897078,WordSwapNeighboringCharacterSwap,mispelling,how to get rid of stript throat,how to get rid of stript thraot,True,True
antique,2901754,WordSwapNeighboringCharacterSwap,mispelling,how are fico scores calculated,how are fico scoers calculated,True,True
antique,2910592,WordSwapNeighboringCharacterSwap,mispelling,how do i get rid of pink eye quick at home,how do i get rid of pink eye quick at hoem,True,True
antique,2942624,WordSwapNeighboringCharacterSwap,mispelling,why do random strangers keep asking me what ethnicity i am,why do random strangers keep asking me what etnhicity i am,True,True
antique,2961191,WordSwapNeighboringCharacterSwap,mispelling,what is ogopogo,what is oogpogo,True,True
antique,3083719,WordSwapNeighboringCharacterSwap,mispelling,how do you safely wean a person off risperidal,how do you safely wena a person off risperidal,True,True
antique,3104841,WordSwapNeighboringCharacterSwap,mispelling,how do you take care of hamster gigy pig,how do you taek care of hamster gigy pig,True,True
antique,3118286,WordSwapNeighboringCharacterSwap,mispelling,how to reduce crime and violence,how to reduce crime and vioelnce,True,True
antique,3124162,WordSwapNeighboringCharacterSwap,mispelling,how can i get rid of a sinus infection without medication,how can i get rdi of a sinus infection without medication,True,True
antique,3152714,WordSwapNeighboringCharacterSwap,mispelling,i m a black women and don t like hair under arms or private area but always get razor bumps how can i prevent,im a black women and don t liek hair under arms or private area but always get razor bumps how can i prevent,True,True
antique,3159749,WordSwapNeighboringCharacterSwap,mispelling,what is the difference between organic and inorganic eggs,what is the difference between orgainc and inorganic eggs,True,True
antique,3172166,WordSwapNeighboringCharacterSwap,mispelling,does any one know how to find out about an insurance claim,does any oen know how to find out about an insurance claim,True,True
antique,317469,WordSwapNeighboringCharacterSwap,mispelling,how can i get rid off my pimples white black heads  and oiliness of my face,how can i gte rid off my pimples white black heads  and oiliness of my face,True,True
antique,3178012,WordSwapNeighboringCharacterSwap,mispelling,why do we find bricks in toilets,why do we find bircks in toilets,True,True
antique,3211282,WordSwapNeighboringCharacterSwap,mispelling,i dont have any friands on yahoo how do i get some,i dont have any friands on yahoo how do i gte some,True,True
antique,3272207,WordSwapNeighboringCharacterSwap,mispelling,how to make pineapple upsidedown cake germain chocolate cake,how to make pineapple upisdedown cake germain chocolate cake,True,True
antique,3280274,WordSwapNeighboringCharacterSwap,mispelling,what is a schnitzel,what is a schintzel,True,True
antique,332662,WordSwapNeighboringCharacterSwap,mispelling,what is sosiology,what is sosoilogy,True,True
antique,3374970,WordSwapNeighboringCharacterSwap,mispelling,what is the correct form  i wear glasses or i am wearing glasses and why,what is the correct form  i wear glasess or i am wearing glasses and why,True,True
antique,3382182,WordSwapNeighboringCharacterSwap,mispelling,is more difficult to train a male versus a female,is more difficult to train a male evrsus a female,True,True
antique,3407617,WordSwapNeighboringCharacterSwap,mispelling,why is prostitution wrong,why is prostitution rwong,True,True
antique,344029,WordSwapNeighboringCharacterSwap,mispelling,what does bmr stand for when you are talking about health and what is bmr,what does bmr stand for when you are talking about health and what is brm,True,True
antique,3470651,WordSwapNeighboringCharacterSwap,mispelling,how do i get rid of static shock electricity,how do i get rid of sattic shock electricity,True,True
antique,348777,WordSwapNeighboringCharacterSwap,mispelling,why would a child s psychologist recommend hospitalization to develop social skills,why would a child s psychologist recommend hospitalization to develop social ksills,True,True
antique,3495304,WordSwapNeighboringCharacterSwap,mispelling,how can i find a diabetic freind,how can i find a diabteic freind,True,True
antique,3507499,WordSwapNeighboringCharacterSwap,mispelling,tell me the difference between revenge and vengeance,etll me the difference between revenge and vengeance,True,True
antique,3556937,WordSwapNeighboringCharacterSwap,mispelling,how is lava made,how is laav made,True,True
antique,358253,WordSwapNeighboringCharacterSwap,mispelling,why do wiccans believe that they have magical powers when they don t ever produce any magic,why do wiccans believe that they have magical powers when they don t ever porduce any magic,True,True
antique,3608433,WordSwapNeighboringCharacterSwap,mispelling,how fast is the chicago transit authority train,how fast is the chicago rtansit authority train,True,True
antique,3617468,WordSwapNeighboringCharacterSwap,mispelling,how do yooh laugh,how do oyoh laugh,True,True
antique,3626847,WordSwapNeighboringCharacterSwap,mispelling,what can  check engine  light signify in my 94 plymoth voyager,what can  chcek engine  light signify in my 94 plymoth voyager,True,True
antique,363519,WordSwapNeighboringCharacterSwap,mispelling,how do you install a oil breather on a 1994 ford tempo,how do you install a oil breather on a 1994 ford etmpo,True,True
antique,3635284,WordSwapNeighboringCharacterSwap,mispelling,what is the procedure for getting a paternity test,what is the procedure for getting a paetrnity test,True,True
antique,3651236,WordSwapNeighboringCharacterSwap,mispelling,what does the  21 mean,what does the  21 mena,True,True
antique,3652886,WordSwapNeighboringCharacterSwap,mispelling,why isn t there a tool to suck up phlegm in your throat,why isn t there a tool to suck up phlegm in your trhoat,True,True
antique,3690922,WordSwapNeighboringCharacterSwap,mispelling,how do u end a bad rep,how do u ned a bad rep,True,True
antique,3731489,WordSwapNeighboringCharacterSwap,mispelling,bulldog is aware of whats happening and trying to stop it  already at vet just waiting for blood work  ears fi,bulldog is awrae of whats happening and trying to stpo it  already at vet just waiting for blood work  ears fi,True,True
antique,3738877,WordSwapNeighboringCharacterSwap,mispelling,if i had a bad breath what should i do,if i had a abd breath what should i do,True,True
antique,3752394,WordSwapNeighboringCharacterSwap,mispelling,why haven t muslims protested the terrorism by radical islam like they did the cartoon jihad,why haven t muslims protested the terrorims by radical islam like they did the cartoon jihad,True,True
antique,3814583,WordSwapNeighboringCharacterSwap,mispelling,why do only republicans defend martha stewart,why do only republicans dfeend martha stewart,True,True
antique,3824106,WordSwapNeighboringCharacterSwap,mispelling,what happens when a young girl  young boy meet alone,what happens when a yonug girl  young boy meet alone,True,True
antique,3841762,WordSwapNeighboringCharacterSwap,mispelling,what is the most important number  and why,what is the most improtant number  and why,True,True
antique,3884772,WordSwapNeighboringCharacterSwap,mispelling,how about a bumper sticker thats says,how about a bumper tsicker thats says,True,True
antique,3885753,WordSwapNeighboringCharacterSwap,mispelling,why are dead cockroaches always found lying on their backs instead of face down,why are edad cockroaches always found lying on their backs instead of face down,True,True
antique,3913653,WordSwapNeighboringCharacterSwap,mispelling,how can sexual desire be overcome,how can sexual desire be overcmoe,True,True
antique,3958214,WordSwapNeighboringCharacterSwap,mispelling,how is light energy turned into heat energy,how is light energy turned into haet energy,True,True
antique,3961,WordSwapNeighboringCharacterSwap,mispelling,how to stop rabbit from peeing on the floor,how to stop rabbit from peenig on the floor,True,True
antique,397709,WordSwapNeighboringCharacterSwap,mispelling,how and what court should i take a driver who damaged my liability insurance car,how and what court should i take a driver who damaged my liabiliyt insurance car,True,True
antique,4031702,WordSwapNeighboringCharacterSwap,mispelling,how to spice up our lovemaking,how to psice up our lovemaking,True,True
antique,4032777,WordSwapNeighboringCharacterSwap,mispelling,why do american people put there animals on such a pedestal,why do american pepole put there animals on such a pedestal,True,True
antique,4042061,WordSwapNeighboringCharacterSwap,mispelling,why do parakeets bounce up and down,why do parakeets buonce up and down,True,True
antique,404359,WordSwapNeighboringCharacterSwap,mispelling,why is corruption high in the third world countries,why is corruption high in the third wordl countries,True,True
antique,4048305,WordSwapNeighboringCharacterSwap,mispelling,why aren t there ever any guilty bystanders,why aren t there ever any guilty bsytanders,True,True
antique,406082,WordSwapNeighboringCharacterSwap,mispelling,how do people build mussels on there biceps,how do peopel build mussels on there biceps,True,True
antique,4069320,WordSwapNeighboringCharacterSwap,mispelling,athiests  how did you find the light,athiests  how did you find the lgiht,True,True
antique,4092472,WordSwapNeighboringCharacterSwap,mispelling,what does elucidate mean,what does eluicdate mean,True,True
antique,4165672,WordSwapNeighboringCharacterSwap,mispelling,how do we get up early in the morning without alarm,how do we get up early in the morning without alamr,True,True
antique,4183127,WordSwapNeighboringCharacterSwap,mispelling,why are some americans so prudish when it comes to sex,why are some americans so prudish when it ocmes to sex,True,True
antique,4217473,WordSwapNeighboringCharacterSwap,mispelling,how do i remove the nude patch  v1 0 0 1022 from the sims 2 game,how do i remove the nude patch  v1 0 0 1202 from the sims 2 game,True,True
antique,4237144,WordSwapNeighboringCharacterSwap,mispelling,why do we say   god bless you  when someone sneezes,why do we say   god bless you  when somoene sneezes,True,True
antique,4262151,WordSwapNeighboringCharacterSwap,mispelling,how should a pregnant woman deal with morning sickness,how should a pregnant woman deal with omrning sickness,True,True
antique,4287367,WordSwapNeighboringCharacterSwap,mispelling,how can ppl tell if they r bipolar,how can ppl etll if they r bipolar,True,True
antique,4287894,WordSwapNeighboringCharacterSwap,mispelling,how long is the train ride from italy to finland,how long is the train ride from italy to finalnd,True,True
antique,4336509,WordSwapNeighboringCharacterSwap,mispelling,what is the purpose of running a fever,what is the purpose of runnnig a fever,True,True
antique,4338583,WordSwapNeighboringCharacterSwap,mispelling,how is it being you,how is it being you,False,False
antique,4387641,WordSwapNeighboringCharacterSwap,mispelling,how do i keep my cat from scratching my leather couch,how do i kepe my cat from scratching my leather couch,True,True
antique,4400543,WordSwapNeighboringCharacterSwap,mispelling,why do some animals always have more than one baby   some animals don t,why do some animals alwyas have more than one baby   some animals don t,True,True
antique,4450252,WordSwapNeighboringCharacterSwap,mispelling,what are the causes of college dropouts,what are the causes of college dropoust,True,True
antique,461995,WordSwapNeighboringCharacterSwap,mispelling,why does my congregation complain about lenght of my  90 minute sermons,why does my congregation complian about lenght of my  90 minute sermons,True,True
antique,485408,WordSwapNeighboringCharacterSwap,mispelling,what can i do tonight,what can i do tnoight,True,True
antique,489705,WordSwapNeighboringCharacterSwap,mispelling,what are some unwritten rules while using a urinal,what are some unwritten rules while using a urianl,True,True
antique,511835,WordSwapNeighboringCharacterSwap,mispelling,how and why did the roman empire fell apart,how and why did the roman empire flel apart,True,True
antique,514804,WordSwapNeighboringCharacterSwap,mispelling,why isn t there any military bases in the state of mississippi,why isn t there any military bases in the sttae of mississippi,True,True
antique,544869,WordSwapNeighboringCharacterSwap,mispelling,why is it so easy to be bad,why is it so aesy to be bad,True,True
antique,546552,WordSwapNeighboringCharacterSwap,mispelling,if jimmy hoffa is found on the farm  how will it change american culture,if jimmy hoffa is found on the farm  how will it change amercian culture,True,True
antique,554539,WordSwapNeighboringCharacterSwap,mispelling,why do you read,why do you raed,True,True
antique,566364,WordSwapNeighboringCharacterSwap,mispelling,what are caskets its so amazing how they are made,what are acskets its so amazing how they are made,True,True
antique,595342,WordSwapNeighboringCharacterSwap,mispelling,what is there to expect when you turn 17,what is there to expect when you turn 71,True,True
antique,643630,WordSwapNeighboringCharacterSwap,mispelling,how do you keep your parents from divorcing,how do you keep your parents from divorcnig,True,True
antique,66151,WordSwapNeighboringCharacterSwap,mispelling,why does the it seem the u s  has more serial killers than other countries,why does the it esem the u s  has more serial killers than other countries,True,True
antique,684633,WordSwapNeighboringCharacterSwap,mispelling,what s the best asian and why,what s the bset asian and why,True,True
antique,727663,WordSwapNeighboringCharacterSwap,mispelling,why do pigs wallow in mud,why do pigs wlalow in mud,True,True
antique,752633,WordSwapNeighboringCharacterSwap,mispelling,how  did you do  when there  was a bomb  while  you were  shopping  in  new york,how  did you do  when there  was a bomb  while  you were  shopping  in  new yokr,True,True
antique,763189,WordSwapNeighboringCharacterSwap,mispelling,why was  wearing the colour green considered a sign of madness,why was  wearing the colour green conisdered a sign of madness,True,True
antique,772988,WordSwapNeighboringCharacterSwap,mispelling,what is the difference between dressing and stuffing,what is the difference between derssing and stuffing,True,True
antique,844617,WordSwapNeighboringCharacterSwap,mispelling,how are dna and rna similar,how are dna and rna simialr,True,True
antique,884643,WordSwapNeighboringCharacterSwap,mispelling,in the constellation lyra  why are some of the stars labeled with the roman alphabet,in the constellation lyra  why are some of the stars labeled with the romna alphabet,True,True
antique,913424,WordSwapNeighboringCharacterSwap,mispelling,why do i black out while i am driving,why do i black out while i am drivnig,True,True
antique,929821,WordSwapNeighboringCharacterSwap,mispelling,why do guys sniff their underwear,why do gyus sniff their underwear,True,True
antique,937635,WordSwapNeighboringCharacterSwap,mispelling,why do they put braille on a drive through atm,why do they upt braille on a drive through atm,True,True
antique,94629,WordSwapNeighboringCharacterSwap,mispelling,why receptors are good drug target,why receptros are good drug target,True,True
antique,961127,WordSwapNeighboringCharacterSwap,mispelling,why do we put up with the heresies of science,why do we put up with the heresise of science,True,True
antique,963523,WordSwapNeighboringCharacterSwap,mispelling,how to get mythral shards on kingdom hearts 2,how to get mythral shards on knigdom hearts 2,True,True
antique,98438,WordSwapNeighboringCharacterSwap,mispelling,where can i find a simplified explanation of how to use commas properly,where can i find a simplified explanation of how to ues commas properly,True,True
antique,986260,WordSwapNeighboringCharacterSwap,mispelling,what is currently the meaning of life,what is currently the meainng of life,True,True
antique,993601,WordSwapNeighboringCharacterSwap,mispelling,why were black women abused sexually after the abolition of slavery in the us in 1865,why were black owmen abused sexually after the abolition of slavery in the us in 1865,True,True
antique,1016750,WordSwapQWERTY,mispelling,how do i erase all the contacts in my lg 6100 verizon phone at once,how do i erase all the contacts in my lg 6100 verizon phone at once,False,False
antique,103298,WordSwapQWERTY,mispelling,why precisely is foreign food considered ethnic,why precisely is foreign food considered rthnic,True,True
antique,1034050,WordSwapQWERTY,mispelling,why does the earth keep getting hotter and hotter every year,why does the earth keep getting hottsr and hotter every year,True,True
antique,1037897,WordSwapQWERTY,mispelling,why doesn t salt lake city have its own sub category,why doesn t dalt lake city have its own sub category,True,True
antique,1051346,WordSwapQWERTY,mispelling,why is it when people cross the street they do not look to see if traffic is coming,why is it when people cross the street they do not lpok to see if traffic is coming,True,True
antique,1097878,WordSwapQWERTY,mispelling,how to become smart,how to becime smart,True,True
antique,1107012,WordSwapQWERTY,mispelling,what does north by north west mean,what does nortj by north west mean,True,True
antique,1144768,WordSwapQWERTY,mispelling,what is dark energy,what is dark enefgy,True,True
antique,114758,WordSwapQWERTY,mispelling,why does christianity teach,why does christianitg teach,True,True
antique,1158088,WordSwapQWERTY,mispelling,why my neighbor s dog doesn t bark,why my neighbor s dig doesn t bark,True,True
antique,11706,WordSwapQWERTY,mispelling,why not legalize  and tax prostitution,why not kegalize  and tax prostitution,True,True
antique,1184520,WordSwapQWERTY,mispelling,why be an  a theist,why be an  a rheist,True,True
